Name;Category;Description;Price before tax;Tax Rule ID;Quantity;Image
Album Ultimate Guard – Flexxfolio 360 18-Pocket Xenoskin: Green;Akcesoria/Albumy;"Album Ultimate Guard – Flexxfolio 360 18-Pocket Xenoskin: Green
Posiada 20 stron mieszczących po 18 kart w rozmiarze standardowym i japońskim.";69.1;1;0;https://magiccafe.eu/wp-content/uploads/2024/07/ae1f14392e50658791355f4063f31dc9.jpg
Album Commander Masters: 12 Pocket;Akcesoria/Albumy;Album Commander Masters: 12 Pocket Ordner mieści do 480 standardowych kart w koszulkach. Zawiera 20 stron po 12 kieszonek otwartych z boku, zapobiega to wypadaniu kart.;95.11;1;8;https://magiccafe.eu/wp-content/uploads/2024/01/8beadea30dce76e953ac7e9aa4d92104.png
Album Gamegenic Prime Segregator Zip-Up Slim Czarny Black;Akcesoria/Albumy;"CZYM JEST ZIP-UP RING-BINDER SLIM?
Wysokiej jakości segregator, który pomieści do 25 arkuszy 9- lub 18-kieszeniowych. Doświadczeni gracze z pewnością pokochają jego wytrzymałą, grubą i doskonale wykonaną oprawę zamykaną na suwak, która zabezpiecza przed swobodnym przemieszczaniem się kart, zniszczeniami i zabrudzeniami.
CECHY
Segregator mieszczący do 25 stron z 9 lub 18 kieszeniami, mieszczącymi podwójnie zakoszulkowane karty
Wytrzymały i elegancki, z bezpiecznym zamkiem
Wyposażony w 3 ringi, na których można stabilnie umieścić strony do segregatora
Produkt odporny na uszkodzenia mechaniczne, idealny do zabrania w podróż
Przystosowany do kart w rozmiarze standard i standard-Japanese
Wykonany z wysokiej jakości surowców: tworzywa Nexofyber i wyściółki z mikrofibry";70.72;1;10;https://magiccafe.eu/wp-content/uploads/2024/07/b8d3e4d1210d4572115a7131798857a6-1200x1200.jpg
Album Ultra Pro PRO-Binder 4-Pocket Eclipse Red;Akcesoria/Albumy;"Bardzo solidny i dobrze wykonany album na karty w formacie zbliżonym do kartki A5.
Zawiera 20 czarnych stron z bocznym wsadem (format strony 2×2 karty).
Może pomieścić do 160 standardowych kart w protektorach Ultra Pro.
Gumka powoduje, że album w trakcie transportu pozostanie zamknięty.";32.51;1;10;https://magiccafe.eu/wp-content/uploads/2024/07/f66c9f488a1859a50aaec47a9baa0b51.jpg
Album Ultra Pro 12-Pocket PRO Binder March of the Machine;Akcesoria/Albumy;"Wysyłka 29.01.2024
Album Ultra Pro 12-Pocket PRO Binder March of the Machine
Pomieścić do 480 standardowych kart w protektorach Ultra Pro.
Strony z kieszonkami otwartymi z boku.";102.43;1;2;https://magiccafe.eu/wp-content/uploads/2024/01/5ac7c5f8e3c6140aee8d8f040604e079.png
Album Ultra Pro PRO-Binder 4-Pocket Eclipse Pacific Blue;Akcesoria/Albumy;"Album Ultra Pro PRO-Binder 4-Pocket Eclipse Pacific Blue
Pomieści do 160 kart w protektorach.";72.36;1;6;https://magiccafe.eu/wp-content/uploads/2024/07/678a74869f016f4d961f0a86c5562c3a.jpg
Blackfire 9-Pocket Card Album Black Czarny;Akcesoria/Albumy;"Blackfire 9-Pocket Card Album Black Czarny
Idealny produkt do gier karcianych typu Magic the Gathering, Pokemon itp.
Na każdej stronie mieści się 9 kart.";26.17;1;1;https://magiccafe.eu/wp-content/uploads/2023/07/ecbbb8c41c4d58ce2609f4a727648ed5.png
Album Gamegenic Casual 9-Pocket Binder Green;Akcesoria/Albumy;"Album z 20 dwustronnie wyłożonymi arkuszami, każdy z 18 kieszeniami, zdolny pomieścić 360 kart podwójnie osłoniętych*
Solidnie wykonany, z elastyczną gumką zabezpieczającą zamknięcie.
Odporny na uszkodzenia mechaniczne, doskonały towarzysz podróży.
Przystosowany zarówno do kart w rozmiarze standardowym, jak i japońskim standardowym.
Stworzony z wysokiej jakości materiałów.
Nie zawiera substancji kwasowych ani PVC.";44.63;1;6;https://magiccafe.eu/wp-content/uploads/2024/07/4b37a8dd17f95a0b9d08207bd91baa2f-1200x1200.png
TCG GURU Binder Album 9-pocket Red;Akcesoria/Albumy;"TCG GURU Album 9-pocket Red
Jest to album na wszystkie karty standardowego wymiaru do gier takich jak: One Piece, Pokemon, Star Wars, Magic The Gathering, Lorcana, Flesh and Blood i wiele innych.
Album pomieści do 360 kart w protektorach.
Całość zabezpiecza elastyczna gumka.
Z marką TCG Guru możesz być pewien, że zapewnisz swoim kartom Perfect protection for your collection.
Fabrycznie nowe, oryginalnie zapakowane.";43.89;1;3;https://magiccafe.eu/wp-content/uploads/2024/08/b34f6f7037d8ae145da290a6a6def551.png
Album Pokemon Arceus 12-Pocket Zippered PRO Binder;Akcesoria/Albumy;"Na okładce wytłoczona grafika Pokemon-Arceus oraz logo Ultra Pro PRO-BINDER.
Zawiera 20 stron premium z czarnym podkładem podkreślającym karty.
Może pomieścić do 480 standardowych kart w koszulkach Ultra Pro: Deck Protector.
Strony z 12+12 kieszonkami otwartymi z boku, co zapobiega wypadaniu kart.
Zawiera zamek błyskawiczny.";130.0;1;10;https://magiccafe.eu/wp-content/uploads/2024/08/03ebb74fe7bd0cfc06d4e32e33327dff.jpg
Album Vivid Ultra Pro 4 Pocket Zippered Binder Purple;Akcesoria/Albumy;"Album Ultra Pro Vivid 4-Pocket Zippered PRO-Binder Purple
Pomieści do 160 kart w protektorach.";69.91;1;6;https://magiccafe.eu/wp-content/uploads/2024/08/5adda64dbb1dfc5de521529789936945.jpg
Strony do segregatora Platinum Pages UP (1szt);Akcesoria/Albumy;"Strony do klasera Platinum Pages Ultra Pro 1szt.
Wzmocnione strony do klasera/segregatora na karty podzielona na 9 sztuk kart na każdej stronie.";1.06;1;3;https://magiccafe.eu/wp-content/uploads/2024/07/3d5110779d224fa064f99ea2fabc3723.png
Gamegenic: Zip-Up Album 24-Pocket Red;Akcesoria/Albumy;"Wysokiej jakości album, który pomieści do 480 kart. Doświadczeni gracze z pewnością pokochają jego wytrzymałe i wysokiej jakości strony, które pozwalają wygodnie przechowywać karty. Warta docenienia jest również elegancka okładka zamykana na suwak, która zabezpiecza karty przed swobodnym przemieszczaniem się kart, zniszczeniami i zabrudzeniami.
Dwustronne strony albumu ładowane z boku zapewniają utrzymanie kolecji w porządku. Album przystosowany jest do kart w rozmiarze standard i standard-Japanese, nawet podwójnie zakoszulkowanych!
CECHY
Album złożony z 20 dwustronnych arkuszy z 24 kieszeniami, mieszczący 480 podwójnie zakoszulkowanych kart*
Wytrzymała i elegancka z bezpiecznym zamkiem
Album odporny na uszkodzenia mechaniczne, idealny do zabrania w podróż
Przystosowany do kart w rozmiarze standard i standard-Japanese
Wykonany z wysokiej jakości surowców: tworzywa Nexofyber i wyściółki z mikrofibry
Brak związków kwasowych
Bez domieszek polichlorku winylu";99.99;1;6;https://magiccafe.eu/wp-content/uploads/2024/05/1c4bc3525705314d99ccb78afdcbb21a-1200x1200.jpg
Album 9 pocket portfolio Pikachu Mimikyu;Akcesoria/Albumy;"Album 9 pocket portfolio Pikachu Mimikyu
Zawartość:
Pomieści 252 kart.";36.58;1;0;https://magiccafe.eu/wp-content/uploads/2023/09/2319ec58ceb8a607858b7988075b65ac.jpg
Blackfire 9-Pocket Card Album Blue Niebieski;Akcesoria/Albumy;"Blackfire 9-Pocket Card Album Blue Niebieski
Idealny produkt do gier karcianych typu Magic the Gathering, Pokemon itp.
Na każdej stronie mieści się 9 kart.";26.17;1;7;https://magiccafe.eu/wp-content/uploads/2023/07/b7278217ce7cef143a82c699b87c9444.png
Segregator Gamegenic Prime Ring Binder Red;Akcesoria/Albumy;"Segregator najwyższej jakości, idealny dla wymagających graczy, który pozwoli przechowywać strony o pojemności 9- lub 18-kieszeniowej.
Jego solidna, grubo wyściełana oprawa zapewnia doskonałą ochronę przed przypadkowym uszkodzeniem, zniszczeniami i zabrudzeniami, co sprawia, że będzie to niezawodny towarzysz Twojej kolekcji kart.
Pojemność na strony 9- lub 12-kieszeniowe
Solidna i elegancka konstrukcja
Wyposażony w trzy pierścienie w kształcie litery D, zapewniające stabilność i łatwość użytkowania
Odporność na uszkodzenia mechaniczne, idealny do bezpiecznego transportu kart w każdych warunkach
Wykonany z najwyższej jakości materiałów, w tym z tworzywa Nexofyber i wyściełki z mikrofibry, gwarantujących trwałość i ochronę Twojej kolekcji.
Z tym segregatorem będziesz mógł cieszyć się spokojem, wiedząc, że Twoje karty są bezpieczne i zorganizowane, gotowe do gry w każdej chwili.";71.46;1;5;https://magiccafe.eu/wp-content/uploads/2024/03/a00ebb1f7d1aa0140cdb0d804b0ad4cb.png
Album 9-pocket Pro-Binder Smoke Grey;Akcesoria/Albumy;"Album Ultra Pro PRO-Binder 9-Pocket Eclipse Smoke Grey
Pomieści do 360 kart w protektorach.";65.03;1;3;https://magiccafe.eu/wp-content/uploads/2024/06/00c7a8078515e6bfb0041096894ab2ea.jpg
Gamegenic: Zip-Up Album 18-Pocket Blue;Akcesoria/Albumy;"Niebieski album na 360 kart, zamykany na zamek błyskawiczny
CZYM JEST ZIP-UP ALBUM?
Wysokiej jakości album, który pomieści do 360 kart. Doświadczeni gracze z pewnością pokochają jego wytrzymałe i wysokiej jakości strony, które pozwalają wygodnie przechowywać karty. Warta docenienia jest również elegancka okładka zamykana na suwak, która zabezpiecza karty przed swobodnym przemieszczaniem się kart, zniszczeniami i zabrudzeniami.
Dwustronne strony albumu ładowane z boku zapewniają utrzymanie kolecji w porządku. Album przystosowany jest do kart w rozmiarze standard i standard-Japanese, nawet podwójnie zakoszulkowanych!
CECHY
Album złożony z 20 dwustronnych arkuszy z 18 kieszeniami, mieszczący 360 podwójnie zakoszulkowanych kart*
Wytrzymała i elegancka z bezpiecznym zamkiem
Album odporny na uszkodzenia mechaniczne, idealny do zabrania w podróż
Przystosowany do kart w rozmiarze standard i standard-Japanese
Wykonany z wysokiej jakości surowców: tworzywa Nexofyber i wyściółki z mikrofibry
Brak związków kwasowych
Bez domieszek polichlorku winylu";69.02;1;4;https://magiccafe.eu/wp-content/uploads/2024/05/af5311f7d6d07a369a51296c2ec4bae2.jpg
Album Ultra Pro PRO-Binder 12-Pocket Eclipse Pacific Blue;Akcesoria/Albumy;"Album UP PRO-Binder 12-Pocket Eclipse Pacific Blue
Pomieści do 480 kart w protektorach.
Produkt nowy, fabrycznie zapakowany.";73.16;1;10;https://magiccafe.eu/wp-content/uploads/2024/08/a9aa758542d7f4410edc2502f96f9a52.jpg
Album Premium Pro 9 Pocket Binder White;Akcesoria/Albumy;"Premium Pro 9 Pocket Binder White
Zawartość:
Pomieści 360 kart.";113.81;1;8;https://magiccafe.eu/wp-content/uploads/2023/09/3da89816e4fe1664b8603db56006381a.jpg
Album Vivid Ultra Pro 9-Pocket Zippered Pro-Binder Blue;Akcesoria/Albumy;"Bardzo solidny i dobrze wykonany album na karty.
Zawiera 20 czarnych stron z bocznym wsadem.
Może pomieścić do 360 standardowych kart w protektorach Ultra Pro";85.36;1;2;https://magiccafe.eu/wp-content/uploads/2024/05/2905e7cc253948287beda94c47bdc8d4-1200x1200.jpg
Album Gamegenic Casual 9-Pocket Binder Purple;Akcesoria/Albumy;"Zawiera 20 dwustronnych arkuszy.
Każdy arkusz wyposażony jest w 18 kieszeni, co łącznie daje miejsce na 360 kart.
Karty są podwójnie zakoszulkowane, co zapewnia dodatkową ochronę.
Produkt charakteryzuje się wytrzymałą konstrukcją, zapewniającą ochronę przed uszkodzeniami mechanicznymi.
Bezpieczne zamknięcie w postaci gumki zapewnia dodatkowe zabezpieczenie przed przypadkowym otwarciem.
Idealny do podróży ze względu na swoją trwałość i kompaktowy rozmiar.
Przystosowany do kart w rozmiarze standardowym i japońskim.
Wykonany z wysokiej jakości surowców, gwarantujących trwałość i estetyczny wygląd.
Nie zawiera związków kwasowych, co zapobiega zniszczeniom materiałów.
Produkt wolny jest od domieszek polichlorku winylu, co sprawia, że jest bardziej przyjazny dla środowiska.";44.63;1;0;https://magiccafe.eu/wp-content/uploads/2024/07/140a8d25f1eb68c12ce499afba79821c-1200x1200.png
Album Ultra Pro 4-pocket Collectors Portfolio Czarny;Akcesoria/Albumy;"4-Pocket Collectors Album Ultra Pro Black Carny
Pomieści 80 kart (10 dwustronnych stron po 4 kart na każdej).";14.23;1;4;https://magiccafe.eu/wp-content/uploads/2024/07/401e1463c8093c67a61ac7328d2a8377.jpg
Gamegenic: Prime Album 18-Pocket Green;Akcesoria/Albumy;"Gamegenic – Prime Album 18-Pocket Green
Zielony album na 360 kart, zamykany na gumkę
CZYM JEST PRIME ALBUM?
Wysokiej jakości album, który pomieści do 360 kart. Doświadczeni gracze z pewnością pokochają jego wytrzymałe i wysokiej jakości strony, które pozwalają wygodnie przechowywać karty. Warta docenienia jest również elegancka okładka wykonana z odpornego tworzywa Nexofyber, zamykana na gumkę, która doskonale utrzymuje zawartość w ryzach.
Dwustronne strony albumu ładowane z boku zapewniają utrzymanie kolecji w porządku. Album przystosowany jest do kart w rozmiarze standard i standard-Japanese, nawet podwójnie zakoszulkowanych!
CECHY
Album 20 dwustronnych arkuszy z 18 kieszeniami, mieszczący 360 podwójnie zakoszulkowanych kart*
Wytrzymały i elegancki z bezpiecznym zamknięciem w postaci gumki
Album odporny na uszkodzenia mechaniczne, idealny do zabrania w podróż
Przystosowany do kart w rozmiarze standard i standard-Japanese
Wykonany z wysokiej jakości surowców: tworzywa Nexofyber i wyściółki z mikrofibry
Brak związków kwasowych
Bez domieszek polichlorku winylu";66.66;1;9;https://magiccafe.eu/wp-content/uploads/2024/08/a3f2548fa8b655363c1f752f146302e5.jpg
Segregator Ultra Pro Collectors Album Blue;Akcesoria/Albumy;Segregator Ultra Pro Collectors Album Blue;36.58;1;10;https://magiccafe.eu/wp-content/uploads/2024/07/28c0b1d002c93c2b5ed3fb7e14406505.webp
TCG GURU Binder Album 9-pocket Blue;Akcesoria/Albumy;"TCG GURU Album 9-pocket Blue
Jest to album na wszystkie karty standardowego wymiaru do gier takich jak: One Piece, Pokemon, Star Wars, Magic The Gathering, Lorcana, Flesh and Blood i wiele innych.
Album pomieści do 360 kart w protektorach.
Całość zabezpiecza elastyczna gumka.
Z marką TCG Guru możesz być pewien, że zapewnisz swoim kartom Perfect protection for your collection.
Fabrycznie nowe, oryginalnie zapakowane.";43.89;1;8;https://magiccafe.eu/wp-content/uploads/2024/08/TCG-Guru-–-9er-Pocket-Binder-–-Blau-CardMarket-1-1.jpg
Album Ultra Pro 9 Pocket PRO Binder March of the Machine;Akcesoria/Albumy;"Album Ultra Pro 9 Pocket PRO Binder March of the Machine
Pomieścić do 360 standardowych kart w protektorach Ultra Pro.
Strony z kieszonkami otwartymi z boku.";73.09;1;10;https://magiccafe.eu/wp-content/uploads/2024/01/4fbb7bfbb9a84b324eb80b57a37670b5.png
Ultra Pro Album 12-pocket Pro Binder Eclipse Pumpkin Orange;Akcesoria/Albumy;"Album UP PRO-Binder 12-Pocket Eclipse Pumpkin Orange
Pomieści do 480 kart w protektorach.";77.23;1;8;https://magiccafe.eu/wp-content/uploads/2024/08/760cde404ff776313a7c1c80bfaae970.jpg
Album Premium Pro 9 Pocket Binder Red;Akcesoria/Albumy;"Premium Pro 9 Pocket Binder Red
Zawartość:
Pomieści 360 kart.";113.81;1;1;https://magiccafe.eu/wp-content/uploads/2023/09/06e6c6d5717f4f133515c04e18b65f1e.jpg
Blackfire 9-Pocket Premium Album Green Zielony;Akcesoria/Albumy;"Blackfire 9-Pocket Premium Album Green Zielony
Na każdej stronie mieści się 9 kart (3×3).";73.16;1;2;https://magiccafe.eu/wp-content/uploads/2023/07/ca5b5d37ca48d2e0e41aa3255eb9106d.png
Album Ultra Pro PRO-Binder 12-Pocket Eclipse Royal Purple;Akcesoria/Albumy;"Album UP PRO-Binder 12-Pocket Eclipse Royal Purple
Pomieści do 480 kart w protektorach.";77.23;1;9;https://magiccafe.eu/wp-content/uploads/2024/08/09b424f82edc9e6add6e7a3b5ee29227.jpg
Album Ultra Pro 12 Pocket PRO-Binder The Brothers’ War Mishra and Urza;Akcesoria/Albumy;"Wysyłka 29.01.2024
Album Ultra Pro 12 Pocket PRO-Binder The Brothers’ War Mishra and Urza
Pomieścić do 480 standardowych kart w protektorach Ultra Pro.
Strony z kieszonkami otwartymi z boku.";89.42;1;8;https://magiccafe.eu/wp-content/uploads/2024/01/a3d72aba4e1a37f452ab47669772880b.png
Segregator Gamegenic Prime Ring Binder Green;Akcesoria/Albumy;"Segregator najwyższej jakości, idealny dla wymagających graczy, który pozwoli przechowywać strony o pojemności 9- lub 18-kieszeniowej.
Jego solidna, grubo wyściełana oprawa zapewnia doskonałą ochronę przed przypadkowym uszkodzeniem, zniszczeniami i zabrudzeniami, co sprawia, że będzie to niezawodny towarzysz Twojej kolekcji kart.
Pojemność na strony 9- lub 12-kieszeniowe
Solidna i elegancka konstrukcja
Wyposażony w trzy pierścienie w kształcie litery D, zapewniające stabilność i łatwość użytkowania
Odporność na uszkodzenia mechaniczne, idealny do bezpiecznego transportu kart w każdych warunkach
Wykonany z najwyższej jakości materiałów, w tym z tworzywa Nexofyber i wyściełki z mikrofibry, gwarantujących trwałość i ochronę Twojej kolekcji.
Z tym segregatorem będziesz mógł cieszyć się spokojem, wiedząc, że Twoje karty są bezpieczne i zorganizowane, gotowe do gry w każdej chwili.";71.46;1;3;https://magiccafe.eu/wp-content/uploads/2024/03/b8429a74598545d615819b638803a11d-1200x1200.png
Album Gamegenic Zip-Up 9 Pocket Binder Blue;Akcesoria/Albumy;"20 stron ładujących od boku
mieszczących do 360 kart w okładkach*
Unikalny design suwaka
zapewniający maksymalny chwyt
18 kieszonek ładujących od boku na każdej
stronie, utrzymują kartki bezpiecznie
Pojemność na karty o standardowym
i japońskim rozmiarze
Optymalizacja dla kart w podwójnych okładkach
Sztywna okładka zapobiega
deformacji frontu i tyłu
powierzchnia Nexofyber";72.28;1;1;https://magiccafe.eu/wp-content/uploads/2024/07/ae01238fbaddcaf045773231fabcdf68.jpg
Album Ultimate Guard – Flexxfolio 360 18-Pocket Xenoskin: Red;Akcesoria/Albumy;"Album Ultimate Guard – Flexxfolio 360 18-Pocket Xenoskin: Red
Posiada 20 stron mieszczących po 18 kart w rozmiarze standardowym i japońskim.";69.1;1;0;https://magiccafe.eu/wp-content/uploads/2024/07/6491a09f4eecf60edbb90ed5b438294b.png
Album 9-pocket Pro Binder Eclipse Lemon Yellow;Akcesoria/Albumy;"Album 9 pocket Pro Binder Eclipse Lemon Yellow
Pomieści do 360 kart w protektorach.";73.16;1;4;https://magiccafe.eu/wp-content/uploads/2023/09/0d167fa18110b3b3361ac546b1308cc0.webp
Album Vivid Ultra Pro 4 Pocket Zippered Binder Blue;Akcesoria/Albumy;"Album Ultra Pro Vivid 4-Pocket Zippered PRO-Binder Blue
Pomieści do 160 kart w protektorach.";56.09;1;10;https://magiccafe.eu/wp-content/uploads/2024/08/c0d19361f8e0e075af3e2812b22ea1c8.jpg
Album Premium Pro 9 Pocket Binder Gray;Akcesoria/Albumy;"Premium Pro 9 Pocket Binder Gray
Zawartość:
Pomieści 360 kart.";113.81;1;1;https://magiccafe.eu/wp-content/uploads/2023/09/0f14689d36c6553b11f1685b386bf500.jpg
